"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 09:44:29 GMT 2021","Tue Aug 24 09:44:33 GMT 2021","4240","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest2","TC07-Kijelentkezés tesztelése",""
"passed","Tue Aug 24 09:39:38 GMT 2021","Tue Aug 24 09:39:39 GMT 2021","1027","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Tue Aug 24 09:39:34 GMT 2021","Tue Aug 24 09:39:36 GMT 2021","1632","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","TC08-Bejelentkezés/invalid",""
"passed","Tue Aug 24 09:41:29 GMT 2021","Tue Aug 24 09:43:19 GMT 2021","109607","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataListNumber","TC18-Search/adatok listázása/teljes oldalbejárással/találatok száma",""
"passed","Tue Aug 24 09:39:43 GMT 2021","Tue Aug 24 09:39:44 GMT 2021","879","","homepage.HomePageTest","","homepage.HomePageTest","SaveToFile2","TC25-Adatok lementése felületről2",""
"broken","Tue Aug 24 09:44:17 GMT 2021","Tue Aug 24 09:44:29 GMT 2021","11317","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Tue Aug 24 09:43:21 GMT 2021","Tue Aug 24 09:43:23 GMT 2021","1849","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchOnePageResultCheck","TC16-Search/adatok listázása/link szöveg ellenőrzéssel",""
"passed","Tue Aug 24 09:39:46 GMT 2021","Tue Aug 24 09:39:47 GMT 2021","920","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"failed","Tue Aug 24 09:39:36 GMT 2021","Tue Aug 24 09:39:37 GMT 2021","1254","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck2","TC09-Bejelentkezés/invalid",""
"failed","Tue Aug 24 09:44:15 GMT 2021","Tue Aug 24 09:44:17 GMT 2021","2663","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestListCheck2","TC20-Search/több oldalas lista bejárása/full list check",""
