"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 06:04:56 GMT 2021","Sun Aug 22 06:04:59 GMT 2021","3180","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesContainsCheck","TC23-Search/több oldalas lista bejárása/contains",""
"passed","Sun Aug 22 06:04:52 GMT 2021","Sun Aug 22 06:04:56 GMT 2021","3315","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestSearchFieldShortDataTest","TC19-Search/több oldalas lista bejárása/contains",""
"passed","Sun Aug 22 06:06:10 GMT 2021","Sun Aug 22 06:06:11 GMT 2021","1101","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestSummaryCheck","TC15-Privacy Policy/tartalom,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:06:11 GMT 2021","Sun Aug 22 06:06:12 GMT 2021","1150","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestVersionCheck","TC14-Privacy Policy/verzió,Adatkezelési nyilatkozat használata",""
"failed","Sun Aug 22 06:05:02 GMT 2021","Sun Aug 22 06:05:46 GMT 2021","43760","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchAllPagesCheck","TC27-Search/több oldalas lista összes oldala bejárása/full list check",""
"passed","Sun Aug 22 06:00:52 GMT 2021","Sun Aug 22 06:00:54 GMT 2021","1657","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogInTest","TC10-Bejelentkezés/invalid/special characters",""
"passed","Sun Aug 22 06:00:54 GMT 2021","Sun Aug 22 06:00:58 GMT 2021","4204","","loginpage.LoginPageTest","","loginpage.LoginPageTest","validLoginCheck","TC04-Bejelentkezés/valid",""
"passed","Sun Aug 22 06:01:04 GMT 2021","Sun Aug 22 06:01:08 GMT 2021","3160","","homepage.HomePageTest","","homepage.HomePageTest","SearchInputClearModifyData","TC26- új adatok bevitele, meglévő adat módosítása és törlése",""
"passed","Sun Aug 22 06:01:08 GMT 2021","Sun Aug 22 06:01:09 GMT 2021","1052","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","TC13-Privacy Policy/link ,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:06:05 GMT 2021","Sun Aug 22 06:06:10 GMT 2021","5009","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","TC06-Kijelentkezés tesztelése",""
"passed","Sun Aug 22 06:01:03 GMT 2021","Sun Aug 22 06:01:04 GMT 2021","1354","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Sun Aug 22 06:01:01 GMT 2021","Sun Aug 22 06:01:03 GMT 2021","1799","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Sun Aug 22 06:01:13 GMT 2021","Sun Aug 22 06:01:14 GMT 2021","1052","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","TC12-Privacy Policy/present,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:04:50 GMT 2021","Sun Aug 22 06:04:52 GMT 2021","2465","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchOnePageResultCheck","TC16-Search/adatok listázása/link szöveg ellenőrzéssel",""
