"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 21 19:02:39 GMT 2021","Sat Aug 21 19:03:24 GMT 2021","44876","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchAllPagesCheck","TC27-Search/több oldalas lista összes oldala bejárása/full list check",""
"passed","Sat Aug 21 19:02:28 GMT 2021","Sat Aug 21 19:02:32 GMT 2021","3517","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestSearchFieldShortDataTest","TC19-Search/több oldalas lista bejárása/contains",""
"failed","Sat Aug 21 18:58:55 GMT 2021","Sat Aug 21 18:58:56 GMT 2021","1407","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck2","TC09-Bejelentkezés/invalid",""
"passed","Sat Aug 21 19:04:02 GMT 2021","Sat Aug 21 19:04:08 GMT 2021","6364","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","TC06-Kijelentkezés tesztelése",""
"passed","Sat Aug 21 19:02:26 GMT 2021","Sat Aug 21 19:02:28 GMT 2021","2497","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchOnePageResultCheck","TC16-Search/adatok listázása/link szöveg ellenőrzéssel",""
"passed","Sat Aug 21 19:02:32 GMT 2021","Sat Aug 21 19:02:35 GMT 2021","3580","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesContainsCheck","TC23-Search/több oldalas lista bejárása/contains",""
"passed","Sat Aug 21 18:58:49 GMT 2021","Sat Aug 21 18:58:53 GMT 2021","4238","","loginpage.LoginPageTest","","loginpage.LoginPageTest","validLoginCheck","TC04-Bejelentkezés/valid",""
"passed","Sat Aug 21 18:59:04 GMT 2021","Sat Aug 21 18:59:06 GMT 2021","1943","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedDataCheckedWithAllData","TC24-Search/ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Sat Aug 21 18:59:07 GMT 2021","Sat Aug 21 18:59:08 GMT 2021","1011","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","TC12-Privacy Policy/present,Adatkezelési nyilatkozat használata",""
"passed","Sat Aug 21 19:00:48 GMT 2021","Sat Aug 21 19:02:22 GMT 2021","94632","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataListNumber","TC18-Search/adatok listázása/teljes oldalbejárással/találatok száma",""
"passed","Sat Aug 21 18:58:47 GMT 2021","Sat Aug 21 18:58:49 GMT 2021","1575","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogInTest","TC10-Bejelentkezés/invalid/special characters",""
"passed","Sat Aug 21 18:58:56 GMT 2021","Sat Aug 21 18:58:58 GMT 2021","1464","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Sat Aug 21 19:04:08 GMT 2021","Sat Aug 21 19:04:10 GMT 2021","1757","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestSummaryCheck","TC15-Privacy Policy/tartalom,Adatkezelési nyilatkozat használata",""
"failed","Sat Aug 21 19:03:24 GMT 2021","Sat Aug 21 19:03:27 GMT 2021","3556","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestListCheck2","TC20-Search/több oldalas lista bejárása/full list check",""
"broken","Sat Aug 21 19:03:39 GMT 2021","Sat Aug 21 19:04:02 GMT 2021","22010","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest2","TC07-Kijelentkezés tesztelése",""
"passed","Sat Aug 21 18:58:59 GMT 2021","Sat Aug 21 18:59:02 GMT 2021","2882","","homepage.HomePageTest","","homepage.HomePageTest","SearchInputClearModifyData","TC26- új adatok bevitele, meglévő adat módosítása és törlése",""
"passed","Sat Aug 21 18:58:41 GMT 2021","Sat Aug 21 18:58:45 GMT 2021","4382","","loginpage.LoginPageTest","","loginpage.LoginPageTest","validLoginCheck2","TC05-Bejelentkezés/valid",""
"passed","Sat Aug 21 18:59:03 GMT 2021","Sat Aug 21 18:59:04 GMT 2021","1018","","homepage.HomePageTest","","homepage.HomePageTest","SaveToFile2","TC25-Adatok lementése felületről2",""
"passed","Sat Aug 21 19:04:10 GMT 2021","Sat Aug 21 19:04:11 GMT 2021","1733","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestVersionCheck","TC14-Privacy Policy/verzió,Adatkezelési nyilatkozat használata",""
"passed","Sat Aug 21 18:58:53 GMT 2021","Sat Aug 21 18:58:55 GMT 2021","1933","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","TC08-Bejelentkezés/invalid",""
"passed","Sat Aug 21 19:02:22 GMT 2021","Sat Aug 21 19:02:26 GMT 2021","3228","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesTest2","TC22-Search/több oldalas lista bejárása/page check",""
"passed","Sat Aug 21 18:58:45 GMT 2021","Sat Aug 21 18:58:47 GMT 2021","1865","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogInTest2","TC11-Bejelentkezés/invalid/special characters",""
"passed","Sat Aug 21 18:58:58 GMT 2021","Sat Aug 21 18:58:59 GMT 2021","1259","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"broken","Sat Aug 21 19:03:27 GMT 2021","Sat Aug 21 19:03:39 GMT 2021","12086","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Sat Aug 21 18:59:08 GMT 2021","Sat Aug 21 19:00:48 GMT 2021","99877","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","TC17-Search/adatok listázása/teljes oldalbejárással",""
"passed","Sat Aug 21 18:59:02 GMT 2021","Sat Aug 21 18:59:03 GMT 2021","917","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","TC13-Privacy Policy/link ,Adatkezelési nyilatkozat használata",""
"passed","Sat Aug 21 18:59:06 GMT 2021","Sat Aug 21 18:59:07 GMT 2021","1071","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"failed","Sat Aug 21 19:02:35 GMT 2021","Sat Aug 21 19:02:39 GMT 2021","3661","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesListCheck","TC21-Search/több oldalas lista bejárása/full list check",""
